,ranking,artist,song,year
4671,97.0,N Sync and Gloria Estefan,Music Of My Heart,1999
4672,98.0,George Strait,Write This Down,1999
4673,99.0,Whitney Houston and Mariah Carey,When You Believe,1999
4674,20.0,Linda Ronstadt and Aaron Neville,Don’t Know Much,1990
4675,21.0,Lisa Stansfield,All Around The World,1990
4676,22.0,Calloway,I Wanna Be Rich,1990
4677,23.0,Johnny Gill,Rub You The Right Way,1990
4678,24.0,Glenn Medeiros feat. Bobby Brown,She Ain’t Worth It,1990
4679,25.0,Sweet Sensation,If Wishes Came True,1990
4680,26.0,Snap,The Power,1990
4681,27.0,Nelson,(Can’t Live Without Your) Love And Affection,1990
4682,28.0,Taylor Dayne,Love Will Lead You Back,1990
4683,98.0,Diana Ross,I’m Coming Out,1981
4684,99.0,Boz Scaggs,Miss Sun,1981
4685,100.0,Andy Gibb,Time Is Time,1981
4686,79.0,Chris Issak,Wicked Game,1991
4687,80.0,Oleta Adams,Get Here,1991
4688,81.0,Tevin Campbell,Round And Round,1991
4689,82.0,Queensryche,Silent Lucidity,1991
4690,83.0,Will To Power,I’m Not In Love,1991
4691,84.0,Tara Kemp,Piece Of My Heart,1991
4692,72.0,Jon Secada,Angel,1993
4693,73.0,Kenny G,Forever In Love,1993
4694,74.0,Janet Jackson,Again,1993
4695,75.0,Jazzy Jeff and Fresh Prince,Boom! Shake The Room,1993
4696,76.0,Restless Heart,When She Cries,1993
4697,77.0,Inner Circle,Sweat (A La La La La Long),1993
4698,78.0,Ice Cube,It Was A Good Day,1993
4699,14.0,Cassie,Me & U,2006
4700,15.0,The Pussycat Dolls feat. Snoop Dogg,Buttons,2006
4701,16.0,Chris Brown,Run It!,2006
4702,17.0,Ne-Yo,So Sick,2006
4703,18.0,Yung Joc,It’s Goin’ Down,2006
4704,19.0,Rihanna,SOS,2006
4705,20.0,Panic! At The Disco,I Write Sins not Tragedies,2006
4706,21.0,The All-American Rejects,Move Along,2006
4707,17.0,Guns N’ Roses,November Rain,1992
4708,18.0,Tom Cochrane,Life Is A Highway,1992
4709,19.0,Michael Jackson,Remember The Time,1992
4710,20.0,CeCe Peniston,Finally,1992
4711,21.0,Madonna,This Used To Be My Playground,1992
4712,22.0,Patty Smyth,Sometimes Love Just Ain’t Enough,1992
4713,23.0,Mariah Carey,Can’t Let Go,1992
4714,14.0,Kings Of Leon,Use Somebody,2009
4715,15.0,Keri Hilson feat. Kanye West and Ne-Yo,Knock You Down,2009
4716,16.0,Jamie Foxx feat. T-Pain,Blame It,2009
4717,17.0,Pitbull,I Know You Want Me (Calle Ocho),2009
4718,18.0,T.I. feat. Rihanna,Live Your Life,2009
4719,19.0,Soulja Boy Tell ’em feat. Sammie,Kiss Me Thru The Phone,2009
4720,4.0,Kelly Clarkson,Since U Been Gone,2005
4721,5.0,Ciara feat. Missy Elliott,"1, 2 Step",2005
4722,6.0,Kanye West feat. Jamie Foxx,Gold Digger,2005
4723,7.0,Green Day,Boulevard of Broken Dreams,2005
4724,8.0,50 Cent feat. Olivia,Candy Shop,2005
4725,9.0,The Pussycat Dolls feat. Busta Rhymes,Don’t Cha,2005
4726,10.0,Kelly Clarkson,Behind These Hazel Eyes,2005
4727,11.0,50 Cent,Disco Inferno,2005
4728,16.0,Rihanna,Disturbia,2008
4729,17.0,Rihanna,Don’t Stop the Music,2008
4730,18.0,Natasha Bedingfield,Pocketful of Sunshine,2008
4731,19.0,Chris Brown feat. T-Pain,Kiss Kiss,2008
4732,20.0,Ne-Yo,Closer,2008
4733,1.0,Usher feat. Lil Jon and Ludacris,Yeah!,2004
4734,2.0,Usher,Burn,2004
4735,3.0,Alicia Keys,If I Ain’t Got You,2004
4736,4.0,Maroon5,This Love,2004
4737,95.0,General Public,I’ll Take You There,1994
4738,96.0,Tevin Campbell,Always In My Heart,1994
4739,97.0,Haddaway,What Is Love,1994
4740,98.0,Babyface,And Our Feelings,1994
4741,99.0,Ice Cube,Bop Gun (One Nation),1994
4742,100.0,Brandy,I Wanna Be Down,1994
4743,98.0,Barry Manilow,Ships,1980
4744,99.0,Joe Walsh,All Night Long,1980
4745,100.0,Tom Petty and The Heartbreakers,Refugee,1980
4746,17.0,Daughtry,It’s Not Over,2007
4747,18.0,Timbaland feat. Keri Hilson,The Way I Are,2007
4748,19.0,Fergie,Fergalicious,2007
4749,20.0,Soulja Boy Tell’em,Crank That (Soulja Boy),2007
4750,21.0,Timbaland feat. Nelly Furtado & Justin Timberlake,Give It To Me,2007
4751,22.0,Justin Timberlake,What Goes Around…Comes Around,2007
4752,23.0,Gym Class Heroes feat. Patrick Stump,Cupid’s Chokehold/Breakfast In America,2007
4753,24.0,The Fray,How To Save A Life,2007
4754,75.0,Madonna,Ray Of Light,1998
4755,76.0,Sister Hazel,All For You,1998
4756,77.0,Monifah,Touch It,1998
4757,78.0,Annie Lennox,No More “I Love You’s”,1995
4758,79.0,Faith Evans,You Used To Love Me,1995
4759,80.0,Immature,Constantly,1995
4760,81.0,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",1995
4761,82.0,Crystal Waters,100% Pure Love,1995
4762,83.0,Raphael Saadiq,Ask Of You,1995
4763,84.0,Az,Sugar Hill,1995
4764,85.0,Better Than Ezra,Good,1995
4765,93.0,Gucci Mane Featuring Migos,I Get The Bag,2017
4766,100.0,Alabama feat. ‘N Sync,God Must Have Spent A Little More Time On You,1999
4767,29.0,Jane Child,Don’t Wanna Fall In Love,1990
4768,30.0,Seduction,Two To Make It Right,1990
4769,31.0,Linear,Sending All My Love,1990
4770,32.0,Poison,Unskinny Bop,1990
4771,33.0,New Kids On The Block,Step By Step,1990
4772,34.0,Roxette,Dangerous,1990
4773,35.0,Billy Joel,We Didn’t Start The Fire,1990
4774,85.0,Jesus Jones,Real Real Real,1991
4775,86.0,Cathy Dennis,Just Another Dream,1991
4776,87.0,Aaron Neville,Everybody Plays The Fool,1991
4777,88.0,Black Box,Strike It Up,1991
4778,89.0,Gerardo,Rico Suave,1991
4779,90.0,INXS,Disappear,1991
4780,91.0,Deee-Lite,Groove Is In The Heart,1991
4781,92.0,Sting,All This Time,1991
4782,93.0,Chesney Hawkes,The One And Only,1991
4783,94.0,Naughty By Nature,O.P.P.,1991
4784,79.0,Captain Hollywood Project,More And More,1993
4785,80.0,Heights,How Do You Talk To An Angel,1993
4786,81.0,Digable Planets,Rebirth Of Slick (Cool Like Dat),1993
4787,82.0,Haddaway,What Is Love,1993
4788,22.0,Fergie,London Bridge,2006
4789,23.0,Red Hot Chili Peppers,Dani California,2006
4790,24.0,Lil Jon feat. E-40 and Sean Paul Of The YoungBloodZ,Snap Yo Fingers,2006
4791,25.0,Dem Franchize Boyz feat. Lil Peanut and Charlay,"Lean Wit It, Rock Wit It",2006
4792,26.0,Rascal Flatts,What Hurts the Most,2006
4793,27.0,The Fray,How to Save a Life,2006
4794,24.0,House Of Pain,Jump Around,1992
4795,25.0,Prince and The N.P.G.,Diamonds And Pearls,1992
4796,26.0,George Michael and Elton John,Don’t Let The Sun Go Down On Me,1992
4797,27.0,Atlantic Starr,Masterpiece,1992
4798,28.0,Celine Dion,If You Asked Me To,1992
4799,29.0,En Vogue,Giving Him Something He Can Feel,1992
4800,30.0,Joe Public,Live And Learn,1992
4801,31.0,Jodeci,Come & Talk To Me,1992
4802,32.0,Nirvana,Smells Like Teen Spirit,1992
4803,33.0,Bobby Brown,Humpin’ Around,1992
4804,20.0,Jay Sean feat. Lil Wayne,Down,2009
4805,21.0,Miley Cyrus,The Climb,2009
4806,22.0,Drake,Best I Ever Had,2009
4807,23.0,Kelly Clarkson,My Life Would Suck Without You,2009
4808,24.0,Beyonce,Halo,2009
4809,25.0,Katy Perry,Hot n Cold,2009
4810,26.0,Shinedown,Second Chance,2009
4811,27.0,Britney Spears,Circus,2009
4812,28.0,Kid Cudi,Day ‘n’ Nite,2009
4813,12.0,Lifehouse,You and Me,2005
4814,13.0,The Black Eyed Peas,Don’t Phunk With My Heart,2005
4815,14.0,Missy Elliott feat. Ciara and Fat Man Scoop,Lose Control,2005
4816,15.0,Mariah Carey,Shake it Off,2005
4817,16.0,The Killers,Mr. Brightside,2005
4818,17.0,50 Cent,Just a Lil Bit,2005
4819,18.0,Rihanna,Pon de Replay,2005
4820,21.0,Colbie Caillat,Bubbly,2008
4821,22.0,Mariah Carey,Touch My Body,2008
4822,23.0,Madonna feat. Justin Timberlake,4 Minutes,2008
4823,24.0,Pink,So What,2008
4824,25.0,Finger Eleven,Paralyzer,2008
4825,26.0,Fergie,Clumsy,2008
4826,5.0,OutKast feat. Sleepy Brown,The Way You Move,2004
4827,6.0,Hoobastank,The Reason,2004
4828,7.0,Mario Winans feat. Enya and P. Diddy,I Don’t Wanna Know,2004
4829,8.0,OutKast,Hey Ya!,2004
4830,25.0,Daughtry,Home,2007
4831,26.0,Justin Timberlake feat. T.I.,My Love,2007
4832,27.0,Kanye West,Stronger,2007
4833,78.0,Lox,"Money, Power & Respect",1998
4834,79.0,The Verve,Bitter Sweet Symphony,1998
4835,80.0,Busta Rhymes,Dangerous,1998
4836,81.0,Spice Girls,Spice Up Your Life,1998
4837,82.0,98 Degrees,Because Of You,1998
4838,83.0,Loreena McKennitt,The Mummers’ Dance,1998
4839,84.0,Allure feat. 112,All Cried Out,1998
4840,86.0,D’angelo,Brown Sugar,1995
4841,87.0,Gloria Estefan,Turn The Beat Around,1995
4842,88.0,After 7,‘Til You Do Me Right,1995
4843,89.0,Bone Thugs-N-Harmony,1st Of Tha Month,1995
4844,90.0,Melissa Etheridge,Like The Way I Do-If I Wanted To,1995
4845,91.0,Firehouse,I Live My Life For You,1995
4846,94.0,Dustin Lynch,Small Town Boy,2017
4847,36.0,James Ingram,I Don’t Have The Heart,1990
4848,37.0,Rod Stewart,Downtown Train,1990
4849,38.0,Janet Jackson,Rhythm Nation,1990
4850,39.0,Tommy Page,I’ll Be Your Everything,1990
4851,40.0,B-52’s,Roam,1990
4852,41.0,Jody Watley,Everything,1990
4853,42.0,Soul II Soul,Back To Life,1990
4854,95.0,George Michael,Freedom 90,1991
4855,96.0,Warrent,I Saw Red,1991
4856,97.0,Winger,Miles Away,1991
4857,98.0,Salt-N-Pepa,Do You Want Me,1991
4858,99.0,Rod Stewart,The Motown Song,1991
4859,83.0,Michael Bolton,To Love Somebody,1993
4860,84.0,En Vogue,"Give It Up, Turn It Loose",1993
4861,85.0,Kris Kross,Alright,1993
4862,86.0,Ice Cube,Check Yo Self,1993
4863,28.0,Rihanna,Unfaithful,2006
4864,29.0,Snow Patrol,Chasing Cars,2006
4865,30.0,Hinder,Lips of an Angel,2006
4866,31.0,Cascada,Everytime We Touch,2006
4867,34.0,Sophie B. Hawkins,Damn I Wish I Was Your Lover,1992
4868,35.0,Teven Campbell,Tell Me What You Want Me To Do,1992
4869,36.0,TLC,Ain’t 2 Proud 2 Beg,1992
4870,37.0,Boyz II Men,It’s So Hard To Say Goodbye To Yesterday,1992
4871,29.0,Miley Cyrus,Party in the U.S.A.,2009
4872,30.0,3OH!3,Don’t Trust Me,2009
4873,31.0,"Jay-Z, Rihanna and Kanye West",Run This Town,2009
4874,32.0,Kevin Rudolf feat. Lil Wayne,Let It Rock,2009
4875,33.0,Sean Kingston,Fire Burning,2009
4876,34.0,Jason DeRulo,Whatcha Say,2009
4877,19.0,The Game feat. 50 Cent,How We Do,2005
4878,20.0,Weezer,Beverly Hills,2005
4879,21.0,Ciara feat. Ludacris,Oh,2005
4880,22.0,Rob Thomas,Lonely No More,2005
4881,23.0,Snoop Dogg feat. Pharrell,Drop it Like It’s Hot,2005
4882,27.0,Jason Mraz,I’m Yours,2008
4883,28.0,Jesse McCartney,Leavin’,2008
4884,29.0,Kardinal Offishall feat. Akon,Dangerous,2008
4885,9.0,Ciara feat. Petey Pablo,Goodies,2004
4886,10.0,Terror Squad,Lean Back,2004
4887,11.0,J-Kwon,Tipsy,2004
4888,12.0,Usher,Confessions Part II,2004
4889,13.0,Juvenile feat. Soulja Slim,Slow Motion,2004
4890,14.0,Petey Pablo,Freek-a-Leek,2004
4891,28.0,Jim Jones,We Fly High,2007
4892,29.0,Pink,U + Ur Hand,2007
4893,30.0,Unk,Walk It Out,2007
4894,31.0,Sean Kingston,Beautiful Girls,2007
4895,32.0,Fall Out Boy,"This Ain’t A Scene, It’s An Arms Race",2007
4896,33.0,T-Pain feat. Akon,Bartender,2007
4897,85.0,Big Punisher feat. Joe,Still Not A Player,1998
4898,86.0,Aaliyah,The One I Gave My Heart To,1998
4899,87.0,Jewel,Foolish Games / You Were Meant For Me,1998
4900,88.0,Inoj,Love You Down,1998
4901,89.0,2Pac,Do For Love,1998
4902,92.0,Stevie B,Dream About You-Funky Melody,1995
4903,93.0,Rednex,Cotton Eye Joe,1995
4904,94.0,Boyz II Men,Thank You,1995
4905,95.0,Pretenders,I’ll Stand By You,1995
4906,96.0,N II U,I Miss You,1995
4907,97.0,Da Brat,Give It 2 You,1995
4908,98.0,Brandy,Best Friend,1995
4909,99.0,Soul Asylum,Misery,1995
4910,100.0,Van Halen,Can’t Stop Lovin’ You,1995
4911,95.0,YFN Lucci Featuring PnB Rock,Everyday We Lit,2017
4912,43.0,Luther Vandross,Here And Now,1990
4913,44.0,Janet Jackson,Alright,1990
4914,45.0,Vanilla Ice,Ice Ice Baby,1990
4915,46.0,Milli Vanilli,Blame It On The Rain,1990
4916,47.0,M.C. Hammer,Have You Seen Her,1990
4917,48.0,Taylor Dayne,With Every Beat Of My Heart,1990
4918,49.0,Janet Jackson,Come Back To Me,1990
4919,50.0,Michel’le,No More Lies,1990
4920,100.0,R.E.M.,Shiny Happy People,1991
4921,87.0,Sting,Fields Of Gold,1993
4922,88.0,Dino,Ooh Child,1993
4923,89.0,Go West,Faithful,1993
4924,90.0,Rod Stewart,Reason To Believe,1993
4925,91.0,Tears For Fears,Break It Down Again,1993
4926,92.0,Joey Lawrence,Nothin’ My Love Can’t Fix,1993
4927,93.0,Green Jelly,Three Little Pigs,1993
4928,32.0,Christina Aguilera,Ain’t no Other Man,2006
4929,33.0,Fall Out Boy,"Dance, Dance",2006
4930,34.0,Kanye West feat. Jamie Foxx,Gold Digger,2006
4931,35.0,Ludacris feat. Pharrell,Money Maker,2006
4932,36.0,Bubba Sparxxx feat. Ying Yang Twins and Mr. ColliPark,Ms. New Booty,2006
4933,37.0,Sean Paul feat. Keyshia Cole,(When You Gonna) Give It Up To Me,2006
4934,38.0,Nickelback,Photograph,2006
4935,38.0,Technotronic,Move This,1992
4936,39.0,Queen,Bohemian Rhapsody,1992
4937,40.0,Arrested Development,Tennessee,1992
4938,41.0,Luther Vandross and Janet Jackson,The Best Things In Life Are Free,1992
4939,42.0,Mariah Carey,Make It Happen,1992
4940,35.0,Lady Gaga,Lovegame,2009
4941,36.0,Katy Perry,Waking Up In Vegas,2009
4942,37.0,Jeremih,Birthday Sex,2009
4943,38.0,Pink,Sober,2009
4944,39.0,Britney Spears,Womanizer,2009
4945,40.0,T.I.,Whatever You Like,2009
4946,24.0,The Game feat. 50 Cent,Hate It or Love It,2005
4947,25.0,Lil Jon and The East Side Boyz feat. Usher and Ludacris,Lovers and Friends,2005
4948,26.0,Destiny’s Child feat. T.I. and Lil Wayne,Soldier,2005
4949,27.0,Kelly Clarkson,Breakaway,2005
4950,28.0,Will Smith,Switch,2005
4951,29.0,Bow Wow feat. Omarion,Let Me HOld You,2005
4952,30.0,Bow Wow feat. Ciara,Like You,2005
4953,31.0,Gwen Stefani feat. Eve,Rich Girl,2005
4954,32.0,The Black Eyed Peas,My Humps,2005
4955,30.0,Jordin Sparks,Tattoo,2008
4956,31.0,Miley Cyrus,See You Again,2008
4957,32.0,Metro Station,Shake It,2008
4958,33.0,OneRepublic,Stop And Stare,2008
4959,15.0,3 Doors Down,Here Without You,2004
4960,16.0,Twista feat. Kanye West and Jamie Foxx,Slow Jamz,2004
4961,17.0,Nickelback,Someday,2004
4962,18.0,Beyonce,Naughty Girl,2004
4963,19.0,Evanescence,My Immortal,2004
4964,20.0,Lil’ Flip feat. Lea,Sunshine,2004
4965,34.0,Huey,"Pop, Lock & Drop It",2007
4966,35.0,Ludacris feat. Mary J. Blige,Runaway Love,2007
4967,36.0,Nickelback,Rockstar,2007
4968,37.0,Fall Out Boy,Thnks Fr Th Mmrs,2007
4969,38.0,Linkin Park,What I’ve Done,2007
4970,39.0,Justin Timberlake,Summer Love,2007
4971,40.0,Lloyd feat. Lil’ Wayne,You,2007
4972,41.0,Elliott Yamin,Wait For You,2007
4973,42.0,Diddy feat. Keyshia Cole,Last Night,2007
4974,43.0,Fat Joe feat. Lil Wayne,Make It Rain,2007
4975,90.0,Luke,Raise The Roof,1998
4976,91.0,Nu Flavor,Heaven,1998
4977,96.0,Camila Cabello Featuring Young Thug,Havana,2017
4978,51.0,George Michael,Praying For Time,1990
4979,52.0,Michael Bolton,How Can We Be Lovers,1990
4980,53.0,Phil Collins,Do You Remember,1990
4981,54.0,After 7,Ready Or Not,1990
4982,55.0,M.C. Hammer,U Can’t Touch This,1990
4983,56.0,Phil Collins,I Wish It Would Rain Down,1990
4984,57.0,Lou Gramm,Just Between You And Me,1990
4985,58.0,Phil Collins,Something Happened On The Way To Heaven,1990
4986,94.0,Aerosmith,Livin’ On The Edge,1993
4987,95.0,Gin Blossoms,Hey Jealousy,1993
4988,96.0,Sting,If I Ever Lose My Faith In You,1993
4989,97.0,Tony! Toni! Tone!,Anniversary,1993
4990,39.0,Kelly Clarkson,Because of You,2006
4991,40.0,The Pussycat Dolls,Stickwitu,2006
4992,41.0,T-Pain feat. Mike Jones,I’n N Luv (Wit a Stripper),2006
4993,43.0,Elton John,The One,1992
4994,44.0,P.M. Dawn,Set Adrift On Memory Bliss,1992
4995,45.0,Shakespear’s Sister,Stay,1992
4996,46.0,Hammer,2 Legit 2 Quit,1992
4997,47.0,K.W.S.,Please Don’t Go,1992
4998,41.0,Mariah Carey,Obsessed,2009
4999,42.0,Ne-Yo,Mad,2009
5000,43.0,Cobra Starship feat. Leighton Meester,Good Girls Go Bad,2009
5001,44.0,Kanye West,Love Lockdown,2009
5002,45.0,Pink,So What,2009
5003,46.0,Pitbull,Hotel Room Service,2009
5004,47.0,"Eminem, Dr. Dre and 50 Cent",Crack A Bottle,2009
5005,33.0,Frankie J feat. Baby Bash,Obsession (No Es Amor),2005
5006,34.0,Usher,Caught Up,2005
5007,35.0,D.H.T.,Listen to your Heart,2005
5008,36.0,Papa Roach,Scars,2005
5009,37.0,Gorillaz,Feel Good Inc,2005
5010,38.0,3 Doors Down,Let Me Go,2005
5011,39.0,Green Day,Holiday,2005
5012,40.0,Fall Out Boy,"Sugar, we’re Goin’ Down",2005
5013,41.0,Pretty Ricky,Grind With Me,2005
5014,42.0,Chris Brown,Run It!,2005
5015,34.0,Sean Kingston,Take You There,2008
5016,35.0,M.I.A.,Paper Planes,2008
5017,36.0,Katy Perry,Hot N Cold,2008
5018,37.0,T.I. feat. Rihanna,Live Your Life,2008
5019,38.0,Plies feat. Ne-Yo,Bust It Baby Part 2,2008
5020,39.0,Estelle feat. Kanye West,American Boy,2008
5021,40.0,Lil Wayne feat. T-Pain,Got Money,2008
5022,41.0,Taylor Swift,Our Song,2008
5023,42.0,Danity Kane,Damaged,2008
5024,43.0,Lil Wayne,A Milli,2008
5025,21.0,Jay-Z,Dirt Off Your Shoulder,2004
5026,22.0,Nina Sky feat. Jabba,Move Ya Body,2004
5027,23.0,Christina Milian,Dip It Low,2004
5028,24.0,Usher And Alicia Keys,My Boo,2004
5029,25.0,Chingy feat. J. Weav,One Call Away,2004
5030,26.0,Beyonce,"Me, Myself, and I",2004
5031,27.0,Kevin Lyttle feat. Spragga Benz,Turn Me On,2004
5032,28.0,Sheryl Crow,The First Cut Is The Deepest,2004
5033,29.0,Alicia Keys,You Don’t Know My Name,2004
5034,30.0,Nelly feat. Jaheim,My Place,2004
5035,44.0,Fabolous feat. Ne-Yo,Make Me Better,2007
5036,45.0,Omarion,Ice Box,2007
5037,46.0,Hinder,Lips Of An Angel,2007
5038,92.0,Jd,The Party Continues,1998
5039,93.0,Missy “Misdemeanor” Elliott feat. Da Brat,Sock It 2 Me,1998
5040,94.0,Next,Butta Love,1998
5041,95.0,Aretha Franklin,A Rose Is Still A Rose,1998
5042,96.0,Boyz II Men,4 Seasons Of Loneliness,1998
5043,97.0,LL Cool J,Father,1998
5044,98.0,Gerald Levert,Thinkin’ Bout It,1998
5045,99.0,Deborah Cox,Nobody’s Supposed To Be Here,1998
5046,97.0,Maroon 5 Featuring SZA,What Lovers Do,2017
5047,59.0,Janet Jackson,Black Cat,1990
5048,60.0,After 7,Can’t Stop,1990
5049,61.0,Aerosmith,Janie’s Got A Gun,1990
5050,62.0,Digital Underground,The Humpty Dance,1990
5051,63.0,Taylor Dayne,I’ll Be Your Shelter,1990
5052,64.0,Tom Petty,Free Fallin’,1990
5053,65.0,Pebbles,Giving You The Benefit,1990
5054,66.0,Depeche Mode,Enjoy The Silence,1990
5055,98.0,Jade,One Woman,1993
5056,99.0,Taylor Dayne,Can’t Get Enough Of Your Love,1993
5057,100.0,Def Leppard,Two Steps Behind,1993
5058,42.0,The Black Eyed Peas,My Humps,2006
5059,43.0,Fort Minor feat. Holly Brook,Where’d You Go,2006
5060,44.0,Chris Brown,Yo (Excuse Me Miss),2006
5061,45.0,Kelly Clarkson,Walk Away,2006
5062,46.0,D4L,Laffy Taffy,2006
5063,47.0,T.I.,What you Know,2006
5064,48.0,The All-American Rejects,Dirty Little Secret,2006
5065,49.0,Nickelback,Savin’ Me,2006
5066,50.0,Mariah Carey,Don’t Forget About Us,2006
5067,51.0,Ne-Yo,Sexy Love,2006
5068,52.0,E-40 feat. T-Pain and Kandi Girl,U and Dat,2006
5069,53.0,Nickelback,Far Away,2006
5070,54.0,Nick Lachey,What’s Left of Me,2006
5071,55.0,Field Mob feat. Ciara,So What,2006
5072,48.0,Mint Condition,Breakin’ My Heart (Pretty Brown Eyes),1992
5073,49.0,Cover Girls,Wishing On A Star,1992
5074,48.0,Beyonce,If I Were A Boy,2009
5075,49.0,Keri Hilson feat. Lil Wayne,Turning Me On,2009
5076,50.0,The Pussycat Dolls,I Hate This Part,2009
5077,51.0,Nickelback,Gotta Be Somebody,2009
5078,52.0,Pink,Please Don’t Leave Me,2009
5079,53.0,Lady Gaga,Paparazzi,2009
5080,43.0,Nickelback,Photograph,2005
5081,44.0,Akon,Lonely,2005
5082,45.0,Howie Day,Collide,2005
5083,46.0,Green Day,Wake Me up When September Ends,2005
5084,47.0,Bobby Valentino,Slow Down,2005
5085,48.0,Nelly feat. Tim McGraw,Over and Over,2005
5086,49.0,Trillville feat. Cutty,Some Cut,2005
5087,50.0,Fat Joe feat. Nelly,Get it Poppin’,2005
5088,51.0,David Banner,Play,2005
5089,52.0,Young Jeezy feat. Akon,Soul Survivor,2005
5090,53.0,Ludacris feat. Bobby Valentino,Pimpin’ All Over the World,2005
5091,44.0,Buckcherry,Sorry,2008
5092,31.0,Twista,Overnight Celebrity,2004
5093,32.0,Cassidy feat. R. Kelly,Hotel,2004
5094,33.0,Linkin Park,Numb,2004
5095,34.0,Alicia Keys feat. Tony! Toni! Tone!,Diary,2004
5096,35.0,Maroon 5,She Will be Loved,2004
5097,36.0,Dido,White Flag,2004
5098,37.0,Los Lonely Boys,Heaven,2004
5099,47.0,John Mayer,Waiting On The World To Change,2007
5100,48.0,Robin Thicke,Lost Without U,2007
5101,49.0,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),I’m A Flirt,2007
5102,50.0,Nickelback,If Everyone Cared,2007
5103,51.0,Lloyd,Get It Shawty,2007
5104,52.0,The Red Jumpsuit Apparatus,Face Down,2007
5105,100.0,TQ,Westside,1998
5106,98.0,Blackbear,Do Re Mi,2017
5107,67.0,Tesla,Love Song,1990
5108,68.0,Bad English,Price Of Love,1990
5109,69.0,Tyler Collins,Girls Nite Out,1990
5110,70.0,Go West,King Of Wishful Thinking,1990
5111,71.0,Chicago,What Kind Of Man Would I Be?,1990
5112,72.0,Skid Row,I Remember You,1990
5113,73.0,Technotronic,Get Up! (Before The Night Is Over),1990
5114,56.0,Cherish feat. Sean Paul Of The YoungBloodZ,Do it to It,2006
5115,57.0,KT Tunstall,Black Horse & the Cherry Tree,2006
5116,58.0,Juelz Santana,There it Go! (The Whistle Song),2006
5117,59.0,Young Dro feat. T.I.,Shoulder Lean!,2006
5118,60.0,Jamie Foxx feat. Ludacris,Unpredictable,2006
5119,61.0,Justin Timberlake feat. T.I.,My Love,2006
5120,62.0,Eminem feat. Nate Dogg,Shake That,2006
5121,63.0,Chingy feat. Tyrese,Pullin’ Me Back,2006
5122,64.0,Kelis feat. Too $hort,Bossy,2006
5123,65.0,Jibbs,Chain Hang Low,2006
5124,66.0,Akon feat. Eminem,Smack That,2006
5125,67.0,Ray J,One Wish,2006
5126,50.0,Hi-Five,She’s Playing Hard To Get,1992
5127,51.0,P.M. Dawn,I’d Die Without You,1992
5128,52.0,Amy Grant,Good For Me,1992
5129,53.0,Toad The Wet Sprocket,All I Want,1992
5130,54.0,Michael Bolton,When A Man Loves A Woman,1992
5131,55.0,Genesis,I Can’t Dance,1992
5132,56.0,Richard Marx,Hazard,1992
5133,54.0,Akon feat. Colby O’Donis and Kardinal Offishall,Beautiful,2009
5134,55.0,Coldplay,Viva la Vida,2009
5135,56.0,Akon,Right Now (Na Na Na),2009
5136,57.0,Jordin Sparks,Battlefield,2009
5137,58.0,Flo Rida feat. Wynter,Sugar,2009
5138,59.0,Ne-Yo,Miss Independent,2009
5139,60.0,Owl City,Fireflies,2009
5140,61.0,Linkin Park,New Divide,2009
5141,54.0,Usher And Alicia Keys,My Boo,2005
5142,55.0,"Trick Daddy feat. Ludacris, Lil’ Kim and Cee-Lo",Sugar (Gimme Some),2005
5143,56.0,Alicia Keys,Karma,2005
5144,45.0,Webbie feat. Lil’ Phat & Lil’ Boosie,Independent,2008
5145,46.0,T-Pain feat. Lil Wayne,Can’t Believe It,2008
5146,47.0,Alicia Keys,Like You’ll Never See Me Again,2008
5147,48.0,Taylor Swift,Teardrops On My Guitar,2008
5148,49.0,The Pussycat Dolls,When I Grow Up,2008
5149,38.0,No Doubt,It’s My Life,2004
5150,39.0,Ashlee Simpson,Pieces of Me,2004
5151,40.0,JoJo,Leave (Get Out),2004
5152,41.0,Kelis,Milkshake,2004
5153,42.0,Ludacris,Splash Waterfalls,2004
5154,43.0,Kanye West,Jesus Walks,2004
5155,44.0,Akon feat. Styles P.,Locked Up,2004
5156,53.0,Baby Boy Da Prince feat. Lil Boosie,The Way I Live,2007
5157,54.0,Bow Wow feat. Chris Brown & Johnta Austin,Shortie Like Mine,2007
5158,55.0,The All-American Rejects,It Ends Tonight,2007
5159,56.0,Hurricane Chris,A Bay Bay,2007
5160,57.0,Ne-Yo,Because Of You,2007
5161,58.0,Bone Thugs-N-Harmony feat. Akon,I Tried,2007
5162,99.0,XXXTentacion,Look At Me!,2017
5163,74.0,Gloria Estefan,Here We Are,1990
5164,75.0,Faith No More,Epic,1990
5165,76.0,Mariah Carey,Love Takes Time,1990
5166,77.0,Cher,Just Like Jesse James,1990
5167,78.0,B-52s,Love Shack,1990
5168,79.0,Milli Vanilli,All Or Nothing,1990
5169,80.0,Dino,Romeo,1990
5170,68.0,Fall Out Boy,Sugar We’re Goin’ Down,2006
5171,69.0,Chris Brown feat. Lil’ Wayne,Gimme That,2006
5172,70.0,Yung Joc feat. Brandy ‘Ms. B.’ Hambrick,I Know You See It,2006
5173,71.0,Bon Jovi,Who Says you can’t Go Home,2006
5174,72.0,JoJo,Too Little Too Late,2006
5175,73.0,Busta Rhymes,Touch It,2006
5176,74.0,Daddy Yankee,Rompe,2006
