,ranking,artist,song,year
501,49.0,Shannon,Let The Music Play,1984
502,50.0,Julio Iglesias and Willie Nelson,To All The Girls I’ve Loved Before,1984
503,51.0,Billy Ocean,Caribbean Queen,1984
504,33.0,Human League,(Keep Feeling) Fascination,1983
505,34.0,Culture Club,Time (Clock Of The Heart),1983
506,35.0,Men Without Hats,The Safety Dance,1983
507,36.0,Toni Basil,Mickey,1983
508,37.0,Phil Collins,You Can’t Hurry Love,1983
509,38.0,Journey,Separate Ways,1983
510,39.0,Daryl Hall and John Oates,One On One,1983
511,40.0,Kenny Rogers and Sheena Easton,We’ve Got Tonight,1983
512,41.0,Prince,1999,1983
513,42.0,Stray Cats,Stray Cat Strut,1983
514,43.0,Billy Joel,Allentown,1983
515,43.0,Jason Derulo,Whatcha Say,2010
516,44.0,Justin Bieber feat. Ludacris,Baby,2010
517,17.0,Zedd & Alessia Cara,Stay,2017
518,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
519,43.0,Aretha Franklin,Freeway Of Love,1985
520,44.0,Corey Hart,Never Surrender,1985
521,45.0,Phil Collins,Sussudio,1985
522,46.0,Sheena Easton,Strut,1985
523,47.0,Whitney Houston,You Give Good Love,1985
524,48.0,Survivor,The Search Is Over,1985
525,49.0,Diana Ross,Missing You,1985
526,50.0,Phil Collins and Marilyn Martin,Separate Lives,1985
527,51.0,Prince and The Revolution,Raspberry Beret,1985
528,52.0,Billy Ocean,Suddenly,1985
529,52.0,Genesis,That’s All,1984
530,53.0,Lionel Richie,Running With The Night,1984
531,54.0,Elton John,Sad Songs (Say So Much),1984
532,55.0,Huey Lewis and The News,I Want A New Drug,1984
533,44.0,Stevie Nicks,Stand Back,1983
534,45.0,Billy Joel,Tell Her About It,1983
535,46.0,Naked Eyes,Always Somethmg There To Remind Me,1983
536,47.0,Lionel Richie,Truly,1983
537,48.0,Don Henley,Dirty Laundry,1983
538,49.0,Michael Jackson and Paul McCartney,The Girl Is Mine,1983
539,50.0,Kajagoogoo,Too Shy,1983
540,51.0,Adam Ant,Goody Two Shoes,1983
541,52.0,Clash,Rock The Casbah,1983
542,45.0,Adam Lambert,Whataya Want From Me,2010
543,46.0,Taylor Swift,Mine,2010
544,47.0,Rihanna,Only Girl (In The World),2010
545,48.0,Kris Allen,Live Like We’re Dying,2010
546,49.0,Rihanna feat. Jeezy,Hard,2010
547,18.0,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,2017
548,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
549,53.0,Don Henley,The Boys Of Summer,1985
550,54.0,Murray Head,One Night In Bangkok,1985
551,55.0,Sting,If You Love Somebody Set Them Free,1985
552,56.0,Animotion,Obsession,1985
553,57.0,Tina Turner,We Don’t Need Another Hero,1985
554,56.0,Kenny Rogers and Dolly Parton,Islands In The Stream,1984
555,57.0,Pat Benatar,Love Is A Battlefield,1984
556,58.0,Rod Stewart,Infatuation,1984
557,59.0,Mike Reno and Ann Wilson,Almost Paradise,1984
558,60.0,ZZ Top,Legs,1984
559,61.0,Jacksons,State Of Shock,1984
560,62.0,Rick Springfield,Love Somebody,1984
561,53.0,Madness,Our House,1983
562,54.0,Men At Work,Overkill,1983
563,55.0,Duran Duran,Is There Something I Should Know,1983
564,56.0,Laura Branigan,Gloria,1983
565,57.0,Rick Springfield,Affair Of The Heart,1983
566,58.0,Tubes,She’s A Beauty,1983
567,59.0,Laura Branigan,Solitaire,1983
568,50.0,Jay-Z and Mr. Hudson,Young Forever,2010
569,51.0,Ke$ha feat. 3OH!3,Blah Blah Blah,2010
570,52.0,Trey Songz feat. Nicki Minaj,Bottoms Up,2010
571,53.0,Jay Sean feat. Sean Paul & Lil Jon,Do You Remember,2010
572,54.0,OneRepublic,All The Right Moves,2010
573,55.0,Orianthi,According To You,2010
574,56.0,Ludacris feat. Nicki Minaj,My Chick Bad,2010
575,57.0,Taylor Swift,You Belong With Me,2010
576,58.0,Black Eyed Peas,Meet Me Halfway,2010
577,59.0,Ke$ha,Take It Off,2010
578,60.0,Drake,Over,2010
579,19.0,Rae Sremmurd Featuring Gucci Mane,Black Beatles,2017
580,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
581,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
582,58.0,Madonna,Material Girl,1985
583,59.0,Tina Turner,Better Be Good To Me,1985
584,60.0,Tears For Fears,Head Over Heels,1985
585,61.0,Harold Faltermeyer,Axel F,1985
586,62.0,Sade,Smooth Operator,1985
587,63.0,Mary Jane Girls,In My House,1985
588,64.0,Phil Collins,Don’t Lose My Number,1985
589,65.0,Cyndi Lauper,All Through The Night,1985
590,66.0,Bryan Adams,Run To You,1985
591,63.0,Culture Club,Miss Me Blind,1984
592,64.0,Huey Lewis and The News,If This Is It,1984
593,65.0,Cars,You Might Think,1984
594,66.0,Madonna,Lucky Star,1984
595,60.0,Styx,Don’t Let It End,1983
596,61.0,Laura Branigan,How Am I Supposed To Live Without You,1983
597,62.0,David Bowie,China Girl,1983
598,63.0,Kinks,Come Dancing,1983
599,61.0,Neon Trees,Animal,2010
600,62.0,Maroon 5,Misery,2010
601,63.0,B.o.B feat. Rivers Cuomo,Magic,2010
602,64.0,Lady Gaga,Paparazzi,2010
603,65.0,New Boyz feat. Ray J,Tie Me Down,2010
604,66.0,Nicki Minaj,Your Love,2010
605,67.0,Miley Cyrus,Party In The U.S.A.,2010
606,68.0,Chris Brown feat. Tyga and Kevin McCall,Deuces,2010
607,20.0,The Weeknd Featuring Daft Punk,Starboy,2017
608,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
609,67.0,Bruce Springsteen,Glory Days,1985
610,68.0,‘Til Tuesday,Voices Carry,1985
611,69.0,Kool and The Gang,Misled,1985
612,70.0,Eurythmics,Would I Lie To You?,1985
613,71.0,ABC,Be Near Me,1985
614,67.0,Bruce Springsteen,Cover Me,1984
615,68.0,Quiet Riot,Cum On Feel The Noize,1984
616,69.0,Irene Cara,Breakdance,1984
617,70.0,Daryl Hall and John Oates,Adult Education,1984
618,71.0,Tracy Ullman,They Don’t Know,1984
619,64.0,Naked Eyes,"Promises, Promises",1983
620,65.0,Little River Band,The Other Guy,1983
621,66.0,Air Supply,Making Love Out Of Nothing At All,1983
622,67.0,Daryl Hall and John Oates,Family Man,1983
623,68.0,Michael Jackson,Wanna Be Startin’ Somethin’,1983
624,69.0,Toto,I Won’t Hold You Back,1983
625,69.0,Britney Spears,3,2010
626,70.0,Shontelle,Impossible,2010
627,71.0,"Drake feat. Kanye West, Lil Wayne and Eminem",Forever,2010
628,21.0,Khalid,Location,2017
629,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
630,72.0,Paul McCartney,No More Lonely Nights,1985
631,73.0,Survivor,I Can’t Hold Back,1985
632,74.0,Bryan Adams,Summer Of ’69,1985
633,75.0,Katrina and The Waves,Walking On Sunshine,1985
634,76.0,Wham!,Freedom,1985
635,72.0,Billy Joel,An Innocent Man,1984
636,73.0,Bananarama,Cruel Summer,1984
637,74.0,Wang Chung,Dance Hall Days,1984
638,75.0,K.C.,Give It Up,1984
639,76.0,Pointer Sisters,I’m So Excited,1984
640,77.0,Ray Parker Jr.,I Still Can’t Get Over Loving You,1984
641,70.0,Christopher Cross,All Right,1983
642,71.0,Bryan Adams,Straight From The Heart,1983
643,72.0,Kenny Loggins,Heart To Heart,1983
644,73.0,Lionel Richie,My Love,1983
645,74.0,Elton John,I’m Still Standing,1983
646,75.0,Loverboy,Hot Girls In Love,1983
647,76.0,Men At Work,It’s A Mistake,1983
648,77.0,Culture Club,I’ll Tumble 4 Ya,1983
649,72.0,Boys Like Girls feat. Taylor Swift,Two Is Better Than One,2010
650,73.0,3OH!3 feat. Ke$ha,My First Kiss,2010
651,74.0,Kelly Clarkson,Already Gone,2010
652,75.0,Black Eyed Peas,Rock That Body,2010
653,76.0,OneRepublic,Secrets,2010
654,77.0,Selena Gomez and The Scene,Naturally,2010
655,78.0,Alicia Keyes,Un-Thinkable (I’m Ready),2010
656,79.0,"DJ Khaled feat. T-Pain, Ludacris, Snoop Dogg and Rick Ross",All I Do Is Win,2010
657,22.0,Charlie Puth,Attention,2017
658,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
659,77.0,Julian Lennon,Too Late For Goodbyes,1985
660,78.0,Julian Lennon,Valotte,1985
661,79.0,Power Station,Some Like It Hot,1985
662,80.0,Ashford and Simpson,Solid,1985
663,81.0,Madonna,Angel,1985
664,82.0,Bruce Springsteen,I’m On Fire,1985
665,83.0,Daryl Hall and John Oates,Method Op Modern Love,1985
666,84.0,Thompson Twins,Lay Your Hands On Me,1985
667,78.0,Michael Jackson,Thriller,1984
668,79.0,Madonna,Holiday,1984
669,80.0,Ollie And Jerry,Breakin’… There’s No Stopping Us,1984
670,81.0,John Lennon,Nobody Told Me,1984
671,82.0,Culture Club,Church Of The Poison Mind,1984
672,83.0,Christopher Cross,Think Of Laura,1984
673,84.0,Debarge,Time Will Reveal,1984
674,78.0,Debarge,All This Love,1983
675,79.0,Sammy Hagar,Your Love Is Driving Me Crazy,1983
676,80.0,Dionne Warwick,Heartbreaker,1983
677,81.0,Journey,Faithfully,1983
678,82.0,Joe Jackson,Steppin’ Out,1983
679,83.0,Quarterflash,Take Me To Heart,1983
680,84.0,Stray Cats,(She’s) Sexy + 17,1983
681,80.0,"Kevin Rudolf feat. Birdman, Jay Sean, & Lil Wayne",I Made It (Cash Money Heroes),2010
682,81.0,Sugarland,Stuck Like Glue,2010
683,82.0,Usher feat. Plies,Hey Daddy (Daddy’s Home),2010
684,83.0,Usher,There Goes My Baby,2010
685,84.0,Taylor Swift,Today Was A Fairytale,2010
686,85.0,Timbaland feat. Drake,Say Something,2010
687,86.0,Beyonce,Sweet Dreams,2010
688,87.0,Kings of Leon,Use Somebody,2010
689,88.0,Carrie Underwood,Undo It,2010
690,89.0,Sean Kingston and Justin Bieber,Eenie Meenie,2010
691,90.0,Lil Wayne feat. Drake,Right Above It,2010
692,23.0,Shawn Mendes,There’s Nothing Holdin’ Me Back,2017
693,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
694,85.0,Debarge,Who’s Holding Donna Now,1985
695,86.0,John Cougar Mellencamp,Lonely Ol’ Night,1985
696,87.0,Heart,What About Love,1985
697,88.0,David Lee Roth,California Girls,1985
698,89.0,Kool and The Gang,Fresh,1985
699,90.0,Jermaine Jackson,Do What You Do,1985
700,91.0,The Time,Jungle Of Love,1985
701,92.0,Bruce Springsteen,Born In The USA,1985
702,93.0,Tina Turner,Private Dancer,1985
703,85.0,Police,Wrapped Around Your Finger,1984
704,86.0,John Cougar Mellencamp,Pink Houses,1984
705,87.0,Ratt,Round And Round,1984
706,88.0,Go-Go’s,Head Over Heels,1984
707,89.0,Billy Joel,The Longest Time,1984
708,85.0,Champaign,Try Again,1983
709,86.0,Shalamar,Dead Giveaway,1983
710,87.0,Jackson Browne,Lawyers In Love,1983
711,88.0,Moving Pictures,What About Me,1983
712,89.0,Michael Jackson,Human Nature,1983
713,90.0,Def Leppard,Photograph,1983
714,91.0,Musical Youth,Pass The Dutchie,1983
715,92.0,Spandau Ballet,True,1983
716,91.0,Miranda Lambert,The House That Built Me,2010
717,92.0,The Band Perry,If I Die Young,2010
718,93.0,Paramore,The Only Exception,2010
719,94.0,Lady Antebellum,American Honey,2010
720,95.0,Sara Bareilles,King Of Anything,2010
721,96.0,Daughtry,Life After You,2010
722,24.0,Cardi B,Bodak Yellow (Money Moves),2017
723,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
724,94.0,Aretha Franklin,Who’s Zoomin’ Who,1985
725,95.0,Sting,Fortress Around Your Heart,1985
726,96.0,Lionel Richie,Penny Lover,1985
727,97.0,Don Henley,All She Wants To Do Is Dance,1985
728,98.0,Madonna,Dress You Up,1985
729,99.0,Night Ranger,Sentimental Street,1985
730,90.0,Kool and The Gang,Tonight,1984
731,91.0,Christine McVie,Got A Hold On Me,1984
732,92.0,Shalamar,Dancing In The Sheets,1984
733,93.0,Rolling Stones,Undercover Of The Night,1984
734,94.0,John Cafferty and The Beaver Brown Band,On The Dark Side,1984
735,95.0,Duran Duran,New Moon On Monday,1984
736,96.0,Peter Schilling,Major Tom (Coming Home),1984
737,93.0,Frank Stallone,Far From Over,1983
738,94.0,Eric Clapton,I’ve Got A Rock ‘N’ Roll Heart,1983
739,95.0,Stephen Bishop,It Might Be You,1983
740,96.0,Peabo Bryson and Roberta Flack,Tonight I Celebrate My Love,1983
741,97.0,Tom Petty and The Heartbreakers,You Got Lucky,1983
742,98.0,Asia,Don’t Cry,1983
743,97.0,Uncle Kraker,Smile,2010
744,98.0,Cali Swag District,Teach Me How To Dougie,2010
745,99.0,Alicia Keyes,Try Sleeping With A Broken Heart,2010
746,100.0,Jerrod Niemann,"Lover, Lover",2010
747,25.0,Childish Gambino,Redbone,2017
748,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
749,100.0,Sheena Easton,Sugar Walls,1985
750,97.0,Cars,Magic,1984
751,98.0,Night Ranger,When You Close Your Eyes,1984
752,99.0,Billy Squier,Rock Me Tonite,1984
753,100.0,James Ingram and Michael McDonald,Yah Mo B There,1984
754,99.0,Joe Jackson,Breaking Us In Two,1983
755,100.0,"Earth, Wind and Fire",Fall In Love With Me,1983
756,26.0,Zayn / Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),2017
757,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
758,27.0,Kygo x Selena Gomez,It Ain’t Me,2017
759,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
760,28.0,KYLE Featuring Lil Yachty,iSpy,2017
761,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
762,29.0,Julia Michaels,Issues,2017
763,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
764,30.0,Alessia Cara,Scars To Your Beautiful,2017
765,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
766,31.0,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,2017
767,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
768,32.0,Niall Horan,Slow Hands,2017
769,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
770,33.0,Rihanna,Love On The Brain,2017
771,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
772,1.0,Domenico Modugno,Volare (Nel Blu Dipinto Di Blu),1958
773,2.0,Everly Brothers,All I Have To Do Is Dream / Claudette,1958
774,3.0,Elvis Presley,Don’t / I Beg Of You,1958
775,4.0,David Seville,Witch Doctor,1958
776,5.0,Perez Prado,Patricia,1958
777,6.0,Billy Vaughn,Sail Along Silvery Moon / Raunchy,1958
778,7.0,Perry Como,Catch A Falling Star / Magic Moments,1958
779,8.0,Champs,Tequila,1958
780,1.0,Elvis Presley,All Shook Up,1957
781,2.0,Pat Boone,Love Letters In The Sand,1957
782,3.0,Diamonds,Little Darlin’,1957
783,4.0,Tab Hunter,Young Love,1957
784,5.0,Jimmy Dorsey,So Rare,1957
785,1.0,Elvis Presley,Heartbreak Hotel,1956
786,2.0,Elvis Presley,Don’t Be Cruel,1956
787,3.0,Nelson Riddle,Lisbon Antigua,1956
788,34.0,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
789,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
790,9.0,Tommy Edwards,It’s All In The Game,1958
791,10.0,Dean Martin,Return To Me,1958
792,11.0,Conway Twitty,It’s Only Make Believe,1958
793,12.0,Sheb Wooley,The Purple People Eater,1958
794,13.0,Everly Brothers,Bird Dog / Devoted To You,1958
795,14.0,Silhouettes,Get A Job,1958
796,15.0,Elegants,Little Star,1958
797,6.0,Pat Boone,Don’t Forbid Me,1957
798,7.0,Guy Mitchell,Singing The Blues,1957
799,8.0,Sonny James,Young Love,1957
800,9.0,Elvis Presley,Too Much,1957
801,4.0,Platters,My Prayer,1956
802,5.0,Gogi Grant,The Wayward Wind,1956
803,6.0,Les Baxter,The Poor People Of Paris,1956
804,7.0,Doris Day,Whatever Will Be Will Be (Que Sera Sera),1956
805,8.0,Elvis Presley,Hound Dog,1956
806,9.0,Dean Martin,Memories Are Made Of This,1956
807,10.0,Kay Starr,Rock And Roll Waltz,1956
808,35.0,Big Sean,Bounce Back,2017
809,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
810,16.0,Ricky Nelson,Stood Up / Waitin’ In School,1958
811,17.0,Laurie London,He’s Got The Whole World In His Hands,1958
812,18.0,Platters,Twilight Time,1958
813,19.0,Jimmie Rodgers,Secretly,1958
814,20.0,Danny and The Juniors,At The Hop,1958
815,21.0,Coasters,Yakety Yak,1958
816,22.0,Elvis Presley,Wear My Ring Around Your Neck / Doncha’ Think It’s Time,1958
817,23.0,Ricky Nelson,Poor Little Fool,1958
818,24.0,Pat Boone,Wonderful Time Up There / It’s Too Soon To Know,1958
819,25.0,Jimmy Clanton,Just A Dream,1958
820,10.0,Perry Como,Round And Round,1957
821,11.0,Everly Brothers,Bye Bye Love,1957
822,12.0,Debbie Reynolds,Tammy,1957
823,13.0,Buddy Knox,Party Doll,1957
824,11.0,Morris Stoloff,Moonglow And Theme From “Picnic”,1956
825,12.0,Platters,The Great Pretender,1956
826,13.0,Pat Boone,I Almost Lost My Mind,1956
827,14.0,Elvis Presley,"I Want You, I Need You, I Love You",1956
828,15.0,Elvis Presley,Love Me Tender,1956
829,16.0,Perry Como,Hot Diggity,1956
830,17.0,Eddie Heywood and Hugo Winterhalter,Canadian Sunset,1956
831,36.0,Liam Payne Featuring Quavo,Strip That Down,2017
832,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
833,26.0,McGuire Sisters,Sugartime,1958
834,27.0,Bobby Day,Rockin Robbin / Over And Over,1958
835,28.0,Kingston Trio,Tom Dooley,1958
836,29.0,Chuck Berry,Sweet Little Sixteen,1958
837,30.0,Cozy Cole,Topsy II / Topsy I,1958
838,31.0,Nat King Cole,Looking Back / Do I Like It,1958
839,14.0,Elvis Presley,Teddy Bear / Loving You,1957
840,15.0,Harry Belafonte,Banana Boat (Day-O),1957
841,16.0,Elvis Presley,Jailhouse Rock,1957
842,17.0,Marty Robbins,A White Sport Coat (And A Pink Carnation),1957
843,18.0,Dell-vikings,Come Go With Me,1957
844,19.0,Everly Brothers,Wake Up Little Susie,1957
845,18.0,Carl Perkins,Blue Suede Shoes,1956
846,19.0,Jim Lowe,The Green Door,1956
847,20.0,Four Lads,"No, Not Much",1956
848,21.0,Bill Doggett,Honky Tonk,1956
849,22.0,Tennessee Ernie Ford,Sixteen Tons,1956
850,23.0,Johnnie Ray,Just Walking In The Rain,1956
851,24.0,Patti Page,Allegheny Moon,1956
852,25.0,Fats Domino,I’m In Love Again,1956
853,26.0,Patience and Prudence,Tonight You Belong To Me,1956
854,27.0,Gene Vincent,Be-bop-a-lula,1956
855,37.0,Drake,Fake Love,2017
856,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
857,32.0,Monotones,Book Of Love,1958
858,33.0,Tommy Dorsey Orch. and Warren Covington,Tea For Two Cha Cha,1958
859,34.0,Little Anthony and The Imperials,Tears On My Pillow,1958
860,35.0,Royal Teens,Short Shorts,1958
861,36.0,Jerry Lee Lewis,Great Balls Of Fire,1958
862,20.0,Sam Cooke,You Send Me,1957
863,21.0,Coasters,Searchin’,1957
864,22.0,Chuck Berry,School Day,1957
865,23.0,Ferlin Husky,Gone,1957
866,24.0,Paul Anka,Diana,1957
867,25.0,Ricky Nelson,A Teenager’s Romance,1957
868,26.0,Tarriers,The Banana Boat Song,1957
869,27.0,Jimmie Rodgers,Honeycomb,1957
870,28.0,Jerry Lee Lewis,Whole Lotta Shakin’ Goin’ On,1957
871,29.0,Gale Storm,Dark Moon,1957
872,30.0,Crickets,That’ll Be The Day,1957
873,28.0,Frankie Lymon and The Teenagers,Why Do Fools Fall In Love,1956
874,29.0,Four Lads,Standing On The Corner,1956
875,30.0,Buchanan and Goodman,The Flying Saucer,1956
876,31.0,George Cates,Moonglow And Theme From Picnic,1956
877,32.0,Cathy Carr,Ivory Tower,1956
878,33.0,Bill Haley and His Comets,See You Later Alligator,1956
879,34.0,Pat Boone,I’ll Be Home,1956
880,35.0,Vic Damone,On The Street Where You Live,1956
881,38.0,Maroon 5 Featuring Kendrick Lamar,Don’t Wanna Know,2017
882,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
883,37.0,Chordettes,Lollipop,1958
884,38.0,Bobby Darin,Splish Splash,1958
885,39.0,Connie Francis,Who’s Sorry Now,1958
886,40.0,Jack Scott,My True Love / Leroy,1958
887,41.0,Jody Reynolds,Endles Sleep,1958
888,42.0,Bobby Freeman,Do You Want To Dance?,1958
889,43.0,Kalin Twins,When,1958
890,44.0,Teddy Bears,To Know Him Is To Love Him,1958
891,45.0,Pat Boone,April Love,1958
892,31.0,Charlie Gracie,Butterfly,1957
893,32.0,Frankie Laine,Moonlight Gambler,1957
894,33.0,Tommy Sands,Teenage Crush,1957
895,34.0,Johnny Mathis,It’s Not For Me To Say,1957
896,35.0,Rays,Silhouettes,1957
897,36.0,Platters,Magic Touch,1956
898,37.0,Chordettes,Born To Be With You,1956
899,38.0,Don Cherry,Band Of Gold,1956
900,39.0,Perry Como,More,1956
901,40.0,Guy Mitchell,Singing The Blues,1956
902,41.0,Fats Domino,Blueberry Hill,1956
903,39.0,Taylor Swift,Look What You Made Me Do,2017
904,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
905,46.0,Duane Eddy,Rebel-‘Rouser,1958
906,47.0,Crescendos,Oh Julie,1958
907,48.0,Diamonds,The Stroll,1958
908,49.0,Elvis Presley,Hard-Headed Woman / Don’t Ask Me Why,1958
909,50.0,Buddy Holly,Peggy Sue,1958
910,51.0,Don Gibson,Oh Lonesome Me,1958
911,52.0,The Big Bopper,Chantilly Lace,1958
912,53.0,Rick Nelson,Lonesome Town,1958
913,54.0,Frank Sinatra,All the Way,1958
914,55.0,Elvis Presley,One Night,1958
915,56.0,Robin Luke,Susie Darlin’,1958
916,36.0,Andy Williams,Butterfly,1957
917,37.0,Terry Gilkyson,Marianne,1957
918,38.0,Fats Domino,I’m Walkin’,1957
919,39.0,Johnny Mathis,Chances Are,1957
920,40.0,Nat King Cole,Send For Me,1957
921,41.0,Russ Hamilton,Rainbow,1957
922,42.0,Sanford Clark,The Fool,1956
923,43.0,Don Robertson,The Happy Whistler,1956
924,44.0,Bing Crosby and Grace Kelly,True Love,1956
925,45.0,Little Richard,Long Tall Sally,1956
926,46.0,Teresa Brewer,Sweet Old Fashioned Girl,1956
927,47.0,Nervous Norvus,Transfusion,1956
928,48.0,Ames Brothers,It Only Hurts For A Little While,1956
929,49.0,Teresa Brewer,A Tear Fell,1956
930,50.0,Lonnie Donegan,Rock Island Line,1956
931,51.0,Dream Weavers,It’s Almost Tomorrow,1956
932,40.0,Ed Sheeran,Castle On The Hill,2017
933,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
934,57.0,Four Preps,26 Miles,1958
935,58.0,Earl Grant,The End,1958
936,59.0,Jimmie Rodgers,Kisses Sweeter Than Wine,1958
937,60.0,Playmates,Beep Beep (The Little Nash Rambler),1958
938,61.0,Mitch Miller,March From the River Kwai and Colonel Bogey March,1958
939,42.0,Ricky Nelson,Be-bop Baby,1957
940,43.0,Larry Williams,Short Fat Fanny,1957
941,44.0,Jim Lowe,The Green Door,1957
942,45.0,Billy Williams,I’m Gonna Sit Rlght Down And Write Myself A Letter,1957
943,46.0,Patti Page,Old Cape Cod,1957
944,47.0,Bobbettes,Mr. Lee,1957
945,48.0,Fats Domino,Blueberry Hill,1957
946,49.0,Dell-Vikings,Whispering Bells,1957
947,50.0,Fats Domino,Blue Monday,1957
948,52.0,Pat Boone,Friendly Persuasion (Thee I Love),1956
949,53.0,Frank Sinatra,Hey Jealous Lover,1956
950,54.0,Eddy Heywood,Soft Summer Breeze,1956
951,55.0,Andy Williams,Canadian Sunset,1956
952,56.0,Eddie Fisher,Dungaree Doll,1956
953,57.0,George Hamilton Iv,A Rose and a Baby Ruth,1956
954,58.0,Eddie Fisher,Cindy Oh Cindy,1956
955,41.0,Machine Gun Kelly x Camila Cabello,Bad Things,2017
956,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
957,62.0,Everly Brothers,Problems,1958
958,63.0,Bobby Darin,Queen of the Hop,1958
959,64.0,Will Glahe,Liechtensteiner Polka,1958
960,65.0,Elvis Presley,I Got Stung,1958
961,66.0,Andy Williams,Are You Sincere,1958
962,67.0,Ricky Nelson,I Got a Feeling,1958
963,51.0,Johnny Mathis,Wonderful! Wonderful!,1957
964,52.0,Jane Morgan and the Troubadours,Fascination,1957
965,53.0,Bobby Helms,My Special Angel,1957
966,54.0,Billy Ward and His Dominoes,Star Dust,1957
967,55.0,Bill Justis,Raunchy,1957
